host_time_s,elapsed_s,row_index,frame_number,vicon_frame_number,vicon_time_s,publish_time_us,channel,name,ball_valid,ball_occluded,ball_x_m,ball_y_m,ball_z_m,ball_qx,ball_qy,ball_qz,ball_qw,base_valid,base_x_m,base_y_m,base_z_m,base_qx,base_qy,base_qz,base_qw
1782488695.286324024,0.206596613,61,64025148,64025148,213417.160000000,1782488695286216,vicon_state_data,ball,1,0,-0.755968902,-0.432446088,0.839372669,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.289521456,0.209794044,62,64025149,64025149,213417.163333333,1782488695289427,vicon_state_data,ball,1,0,-0.756061261,-0.432265579,0.839462771,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.293009043,0.213281631,63,64025150,64025150,213417.166666667,1782488695292836,vicon_state_data,ball,1,0,-0.756055673,-0.432242914,0.839434584,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.296061277,0.216333866,64,64025151,64025151,213417.170000000,1782488695295948,vicon_state_data,ball,1,0,-0.756089347,-0.432219941,0.839463039,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.299480677,0.219753265,65,64025152,64025152,213417.173333333,1782488695299385,vicon_state_data,ball,1,0,-0.756087195,-0.432163189,0.839428909,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.303002357,0.223274946,66,64025153,64025153,213417.176666667,1782488695302904,vicon_state_data,ball,1,0,-0.756046921,-0.432208111,0.839422588,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.306177139,0.226449728,67,64025154,64025154,213417.180000000,1782488695306073,vicon_state_data,ball,1,0,-0.756041044,-0.432289071,0.839447915,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.309656620,0.229929209,68,64025155,64025155,213417.183333333,1782488695309503,vicon_state_data,ball,1,0,-0.756074845,-0.432227624,0.839461415,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.312774897,0.233047485,69,64025156,64025156,213417.186666667,1782488695312667,vicon_state_data,ball,1,0,-0.756064006,-0.432290526,0.839452734,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.316100121,0.236372709,70,64025157,64025157,213417.190000000,1782488695316008,vicon_state_data,ball,1,0,-0.756081730,-0.432154419,0.839479230,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.319539547,0.239812136,71,64025158,64025158,213417.193333333,1782488695319355,vicon_state_data,ball,1,0,-0.756006185,-0.432343363,0.839393672,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
